year,rank,name,url,founded,street1,city,state,zip,revenue,% growth,Headcount,Industry,Revenue Raw
2017,1809,Resourceful HR,resourcefulhr.com,1/1/08,6523 California Avenue SW #441 ,Seattle,WA,98136,2.1 million,213,12,Human Resources,2126073
2017,1820,GMF Steel Group,gmfsteel.com,1/1/04,PO Box 6899 ,Lakeland,FL,33807,16.6 million,212,140,Construction,16593068
2017,1824,Global Conductor,globalconductor.com,1/1/02,5856 Corporate Avenue Suite 210,Cypress,CA,90630,9.7 million,212,16,IT Services,9733000
2017,1826,Healthcare Ventures Group,completehealthcare.us,1/1/13,2590 Sturgis Rd ,Rock Hill,SC,29730,20.2 million,211,20,Health,20217255
2017,1830,Stryker Construction,strykerconstruction.net,1/1/11,9419 Lackland Rd ,Overland,MO,63042,4.1 million,211,10,Construction,4129618
2017,1831,Decision Sciences Research Associates,dsra.com,1/1/81,236 West Mountain Street Suite 108-B,Pasadena,CA,91103,7.3 million,211,100,Advertising & Marketing,7331305
2017,1832,United Staffing Solutions,ussinurses.com,1/1/96,2050 W. 190th Street Suite 201,Torrance,CA,90504,14.3 million,210,42,Health,14325655
2017,1834,Ecotone,ecotoneinc.com,1/1/98,2120 High Point Rd ,Forest Hill,MD,21050,10.6 million,210,45,Environmental Services,10550795
2017,1837,Lincoln Security Services,lincolnsecurityllc.com,1/1/11,6735 W Archer Ave ,Chicago,IL,60638,2.1 million,210,220,Security,2083680
2017,1839,Yoder Smokers,yodersmokers.com,1/1/08,1816 E. Wasp Rd ,Hutchinson,KS,67501,8.7 million,209,100,Consumer Products & Services,8686212
2017,1841,Cinder,cindersolutions.com,1/1/12,1365 NW Amberglen Parkway ,Beaverton,OR,97006,17 million,209,260,Business Products & Services,16951135
2017,1849,The Clix Group,clixfuel.com,1/1/11,9338 Olive Blvd Suite 200,St. Louis,MO,63132,2.4 million,208,20,Advertising & Marketing,2419044
2017,1854,Property Management,propertymanagementinc.com,1/1/08,2940 W. Maple Loop Dr. Suite 104 2940 W. Maple Loop Dr. Suite 104,Lehi,UT,84043,3.3 million,207,21,Real Estate,3253718
2017,1855,Phoenics Electronics,phoenicselectronics.com,1/1/03,31 Nagog Park Suite 101,Acton,MA,01720,106.4 million,207,30,Business Products & Services,106356291
2017,1856,Applied Resource Group,http://appliedrg.com,1/1/10,4555 Mansell Rd Suite 230,Alpharetta,GA,30022,2.9 million,207,16,IT Services,2877812
2017,1857,Shift Interactive,shiftdsm.com,1/1/12,1501 42nd Street Suite 580,West Des Moines,IA,50266,2.6 million,207,24,Advertising & Marketing,2639902
2017,1860,Onset Financial,onsetfinancial.com,1/1/08,10813 South River Front Parkway Suite 450 10813 South River Front Parkway Suite 450,South Jordan,UT,84095,34.7 million,207,66,Financial Services,34655824
2017,1861,LuxeDecor,luxedecor.com,1/1/09,980 N Michigan Ave. Suite 1310,Chicago,IL,60611,25.5 million,207,26,Retail,25531895
2017,1862,"College Hunks Hauling Junk and Moving (Atlanta, GA)",http://collegehunks.com,1/1/09,6670 Corners Industrial Court Suite A,Norcross,GA,30092,2.2 million,207,34,Logistics & Transportation,2174126
2017,1866,Body del Sol Medical Spa,bodydelsol.com,1/1/10,1648 E. Herndon Avenue Suite 106,Fresno,CA,93720,2.4 million,206,8,Retail,2353953
2017,1868,Malone Media Group,malonemediagroup.com,1/1/11,9806 Whithorn Drive 9806 Whithorn Drive,Houston,TX,77095,9.8 million,206,63,Advertising & Marketing,9803580
2017,1875,Q Ship USA,qshipusa.com,1/1/13,860 Bedford Ave ,Brooklyn,NY,11205,3.9 million,205,10,Logistics & Transportation,3931635
2017,1879,Method Communications,methodcommunications.com,1/1/10,47 WEST 200 SOUTH Suite 402,Salt Lake City,UT,84101,10.1 million,204,59,Advertising & Marketing,10141885
2017,1882,All Star Labor & Staffing,allstarlabor.com,1/1/09,17400 SW Upper Boones Ferry Rd Ste 250,Portland,OR,97224,14.2 million,204,3131,Human Resources,14185410
2017,1883,TCG Consulting,tcgconsulting.net,1/1/94,1120 East Blvd. ,Charlotte,NC,28203,7.1 million,204,60,Business Products & Services,7050792
2017,1892,Triple Tap Ventures,tripletapventures.com,1/1/09,2500 Summer Street Suite 1210,Houston,TX,77007,24.2 million,202,567,Food & Beverage,24218082
2017,1893,Intelliwave Broadband,intelliwave.com,1/1/02,145 Columbus Road ,Athens,OH,45701,3.8 million,202,35,Telecommunications,3766637
2017,1896,Helix House Advertising,helixhouse.com,1/1/08,4110 N Scottsdale Rd ,Scottsdale,AZ,85251,2.6 million,202,17,Advertising & Marketing,2593185
2017,1897,Tech Guru: The Caring Technology Company,techguruit.com,1/1/04,79 13th Ave. nE Suite 208,Minneapolis,MN,55413,2.5 million,201,9,IT Services,2539083
2017,1899,Bulu Box,bulubox.com,1/1/12,1320 P St Ste 200 ,Lincoln,NE,68508,2.3 million,201,20,Consumer Products & Services,2341000
2017,1900,Mad Fish Digital,madfishdigital.com,1/1/06,1305 NW 18th ,Portland,OR,97209,2.2 million,201,15,Advertising & Marketing,2249189
2017,1902,barre3,barre3.com,1/1/08,25 N Shaver Street ,Portland,OR,97227,12.3 million,201,69,Health,12280494
2017,1903,OWC Digital,owcdigital.com,1/1/12,8 Galaxy Way ,Woodstock,IL,60098,25.9 million,201,8,Computer Hardware,25930804
2017,1904,TheeDesign,theedesign.com,1/1/04,7901 Strickland Rd STE 112,Raleigh,NC,27615,2.5 million,201,30,Advertising & Marketing,2522138
2017,1911,Realmart Realty,realmart.com,1/1/04,27 Bleeker St ,Millburn,NJ,07041,4.6 million,200,17,Real Estate,4551419
2017,1923,SkyLine Scaffold,skylinescaffold.com,1/1/05,3131 52nd Avenue ,Sacramento,CA,95823,9.6 million,199,50,Construction,9638358
2017,1924,Pronix,pronixinc.com,1/1/11,666 Plainsboro Road Suite 615,Plainsboro,NJ,08536,5.2 million,199,45,IT Services,5204345
2017,1926,Indrasoft,indrasoft.com,1/1/02,"1768 Business Center Drive, Suite 200 ",Reston,VA,20190,64.4 million,199,185,Government Services,64404649
2017,1927,Computer Technology Link,ctl.net,1/1/89,9700 SW Harvest Court Building 100,Beaverton,OR,97005,38.8 million,199,55,Computer Hardware,38829843
2017,1928,ShuttleCloud,shuttlecloud.com,1/1/10,1517 West Haddon Avenue ,Chicago,IL,60642,3.5 million,198,24,Software,3470258
2017,1931,GSI Health,gsihealth.com,1/1/03,"1735 Market Street, 53rd Floor ",Philadelphia,PA,19103,10.2 million,198,50,Health,10157505
2017,1944,Back At You Media,backatyou.com,1/1/11,16255 Ventura Blvd Suite 410,Los Angeles,CA,91436,3.4 million,196,25,Software,3425647
2017,1945,Global Water Technology,gwt-inc.com,1/1/90,14604 John Humphrey Dr. ,Orland Park,IL,60462,3.5 million,196,18,Environmental Services,3492940
2017,1952,International Asbestos Removal,iaronline.com,1/1/87,6808 WOODSIDE AVENUE 6808 WOODSIDE AVENUE,Woodside,NY,11377,38.3 million,195,150,Environmental Services,38283000
2017,1953,Medisked,medisked.com,1/1/03,850 University Ave ,Rochester,NY,14607,4.3 million,195,35,Software,4296979
2017,1954,ecoSolargy,ecosolargy.com,1/1/09,17500 Red Hill Ave. Unit 140,Irvine,CA,92614,11 million,194,18,Energy,11034041
2017,1961,First National Title Insurance Company,fnti.com,1/1/12,2400 Dallas Parkway Suite 580,Plano,TX,75093,77.6 million,193,18,Insurance,77614873
2017,1965,GSG Computers,gsgcomputers.com,1/1/97,698 W Main St #A ,Hendersonville,TN,37075,2.5 million,192,14,IT Services,2503796
2017,1966,The Federal Savings Bank,thefederalsavingsbank.com,1/1/11,300 N Elizabeth St. Ste 3E ,Chicago,IL,60607,188.8 million,192,879,Financial Services,188825152
2017,1973,Athena Technology Group,athenatechgrp.com,1/1/10,171 Elden St Suite 212,Herndon,VA,20171,4.3 million,192,42,Government Services,4316825
2017,1975,The Mortgage Firm,themortgagefirm.com,1/1/95,921 Douglas Ave. #200 ,Altamonte Springs,FL,32714,63.6 million,192,375,Financial Services,63573324
2017,1981,Toffler Associates,tofflerassociates.com,1/1/96,1775 Wiehle Avenue ,Reston,VA,20190,16.8 million,191,32,Business Products & Services,16758974
2017,1985,Elite Survival Systems,elitesurvival.com,1/1/03,310 West 12th Street ,Washington,MO,63090,5.5 million,190,29,Consumer Products & Services,5455301
2017,1999,Windsor Advantage,windsoradvantage.com,1/1/10,444 N. Wells Street Suite 201,Chicago,IL,60654,7.7 million,188,25,Financial Services,7711567
2017,2002,Automotive Development Group,adgtoday.com,1/1/02,5810 West 78th Street Suite 300,Bloomington,MN,55439,8.9 million,188,33,Business Products & Services,8903880
2017,2014,One Hour Heating & Air,callonehournow.com,1/1/78,653 W Bel Air Ave ,Aberdeen,MD,21001,3.6 million,186,28,Construction,3571400
2017,2019,FFC Mortgage,ffcmortgage.com,1/1/87,155 Corporate Woods Suite 320,Rochester,NY,14623,9.4 million,186,71,Financial Services,9407848
2017,2025,nou Systems,nou-systems.com,1/1/11,7047 Old Madison Pike Suite 305,Huntsville,AL,35806,10.7 million,185,62,Government Services,10712620
2017,2027,United Solutions,unitedsolutions.biz,1/1/05,51 Monroe Street Suite 1210,Rockville,MD,20850,3.3 million,185,25,Software,3296873
2017,2029,HiTech Computers,solutionsbyhitech.com,1/1/97,316 E. Georgia Ave ,Ruston,LA,71270,2.9 million,185,20,IT Services,2912341
2017,2031,Merritt Communications,merrittcomm.com,1/1/94,3065 Kilgore Rd ,Rancho Cordova,CA,95670,3.6 million,185,14,Business Products & Services,3557964
2017,2032,Envirofit International,envirofit.org,1/1/12,109 N College Ave Ste 200,Fort Collins,CO,80524,26.4 million,185,368,Consumer Products & Services,26355718
2017,2038,Pipaya Partners,pipaya.com,1/1/09,8227 Old Courthouse Road Suite 215,Vienna,VA,22182,2.7 million,183,8,Financial Services,2746098
2017,2041,North American Payment Solutions,napsmerchants.com,1/1/06,1930 E. Brown Road ,Mesa,AZ,85203,6.6 million,183,44,Financial Services,6556950
2017,2047,Air Filter Factory,airfilterco.com,1/1/09,4805 Liberty Ave ,Vermilion,OH,44089,2.1 million,182,17,Retail,2093177
2017,2055,Hi-Tech Builders,hi-techbuildersinc.com,1/1/91,5435 Balboa Blvd Suite 200 ,Encino,CA,91316,3.6 million,181,10,Construction,3590720
2017,2056,OpenWater Software,getopenwater.com,1/1/07,1050 17th St NW STE 250,Washington,DC,20036,2.5 million,181,19,Software,2519974
2017,2057,Camp Run-A-Mutt,camprunamutt.com,1/1/08,2900 4th Avenue Suite 206,San Diego,CA,92103,7.7 million,180,207,Travel & Hospitality,7673887
2017,2069,Exact Solar,exactsolar.com,1/1/05,1655 Fairfield Rd ,Yardley,PA,19067,2.1 million,178,7,Energy,2056634
2017,2070,IMAC Regeneration Centers,imacregeneration.com,1/1/00,2725 James Sanders Blvd Suite C,Paducah,KY,42001,13.7 million,178,51,Health,13726212
2017,2073,SRR International,srrintl.com,1/1/01,"4152 West Blue Heron, Suite#226 ",Riviera Beach,FL,33404,2.2 million,178,20,IT Services,2173265
2017,2075,Smart Chemical Services,smartchemical.com,1/1/08,5700 S.W. 45th Ave. 5700 S.W. 45th Ave.,Amarillo,TX,79109,45.3 million,177,72,Energy,45276819
2017,2077,Nick McLean Real Estate Group,sellingwenatchee.com,1/1/12,29 South Wenatchee Ave. ,Wenatchee,WA,98801,2.7 million,177,6,Real Estate,2732495
2017,2080,Westlake Software,airmobility.net,1/1/01,PO Box 9075 ,Calabasas,CA,91372,2 million,177,16,Software,1963955
2017,2092,Fashion 305,modaxpressonline.com,1/1/11,"19501 NE 10th Avenue, ste106 ",North Miami,FL,33179,3.4 million,176,24,Retail,3401184
2017,2094,Homeowners Financial Group,homeownersfg.com,1/1/04,16427 N Scottsdale Rd Suite #145,Scottsdale,AZ,85254,60.1 million,176,367,Financial Services,60105585
2017,2095,Chicago Yacht Works,chicagoyachtworks.com,1/1/01,2550 S Ashland Ave ,Chicago,IL,60608,3.9 million,176,21,Logistics & Transportation,3947287
2017,2101,MTM,mtm-inc.net,1/1/95,16 Hawk Ridge Drive ,Lake St. Louis,MO,63367,463.2 million,175,1522,Logistics & Transportation,463160298
2017,2102,Galaxy Builders,thegalaxycompanies.com,1/1/91,4729 College Park ,San Antonio,TX,78249,137.7 million,175,45,Construction,137738450
2017,2104,Quality Mobile Home Services,callquality.com,1/1/13,18451 Collier Ave Suite G ,Lake Elsinore,CA,92530,3.9 million,175,45,Construction,3921308
2017,2106,Archetype Consulting,archetypeconsulting.com,1/1/06,180 Canal Street Suite 600,Boston,MA,02114,10.3 million,175,36,IT Services,10257000
2017,2109,Gotham Artists,gothamartists.com,1/1/09,550 3rd Avenue 2FL,New York City,NY,10016,8 million,174,10,Media,8047133
2017,2113,Focal Point Data Risk,focal-point.com,1/1/05,201 E Kennedy Blvd. Suite 1750,Tampa,FL,33602,63 million,174,351,IT Services,63014000
2017,2114,Scanco Software,scanco.com,1/1/89,1000 N Tamiami Trail Suite 201,Nokomis,FL,34275,5.4 million,174,35,Software,5419069
2017,2122,"Strittmatter Air Conditioning, Heating & Plumbing",strittmatters.com,1/1/80,3305 Fort Worth Drive Suite 992,Denton,TX,76205,4.3 million,173,22,Construction,4333260
2017,2127,Platform Specialists,platformspecialists.com,1/1/13,"28 Valley Road Suite 1, #125 ",Montclair,NJ,07042,2.3 million,173,8,Business Products & Services,2307333
2017,2128,The Anderson Group Real Estate Services,joshandersonrealestate.com,1/1/06,30 Burton Hills Blvd. Ste. 400,Nashville,TN,37215,2.1 million,172,20,Real Estate,2109784
2017,2129,Nespon IT Services,nespon.com,1/1/08,2300 Valley View Lane 1040,Irving,TX,75062,5.4 million,172,32,IT Services,5405930
2017,2130,SEALINK INTERNATIONAL,sea-link.com,1/1/03,4011 W Plano parkway Suite 107,Plano,TX,75093,24 million,172,48,Logistics & Transportation,24045668
2017,2131,Tri Source International,trisourcebpo.com,1/1/13,25000 Avenue Stanford Ste. 248 ,Valencia,CA,91355,2.5 million,172,350,Business Products & Services,2458965
2017,2133,Teriyaki Madness,teriyakimadness.com,1/1/03,950 S Cherry St #850,Denver,CO,80246,3.1 million,171,15,Food & Beverage,3084757
2017,2137,Proforma IdeaPress,proformaip.com,1/1/07,6835 Shiloh Road East STE C4,Alpharetta,GA,30005,2.7 million,171,21,Business Products & Services,2716473
2017,2138,CrossRealms,crossrealms.com,1/1/08,55 W. Monroe Street Suite 3330,Chicago,IL,60603,4 million,171,31,IT Services,4039179
2017,2147,Kupanda Capital,kupandacapital.com,1/1/12,805 15th St NW Suite 200,Washington,DC,20005,2.5 million,170,7,Financial Services,2513305
2017,2153,Just Ryt Foods,giustosapore.com,1/1/10,1723 NW 33rd St ,Pompano Beach,FL,33064,3.7 million,169,20,Food & Beverage,3709935
2017,2156,Total Server Solutions,totalserversolutions.com,1/1/05,34 Peachtree ST Suite 400,Atlanta,GA,30303,12.7 million,169,28,IT Services,12734865
2017,2169,Builder's Choice,bcicabinets.com,1/1/99,252 Fallbrook Dr. Suite 300 ,Houston,TX,77038,11.9 million,168,35,Construction,11900518
2017,2173,LensDirect.com,lensdirect.com,1/1/92,401 Franklin Avenue Suite 102A,Garden City,NY,11530,3.5 million,168,15,Health,3503250
2017,2177,TOURtech,tourtech.com,1/1/03,7711 Welborn Street Suite 105,Raleigh,NC,27615,4 million,167,14,IT Services,3987604
2017,2180,GreenForm,mygreenform.com,1/1/12,2301 E 28th St ,Chattanooga,TN,37407,7.2 million,167,40,Construction,7178270
2017,2184,Owenby Law,owenbylaw.com,1/1/04,6136 Atlantic Blvd ,Jacksonville,FL,32211,2.2 million,167,19,Business Products & Services,2205714
2017,2193,HomeSpec BasementFix,basementfix.com,1/1/94,850 Minion ,Ypsilanti,MI,48198,4.4 million,166,45,Construction,4449844
2017,2194,Barracks Townhomes,barrackstownhomes.com,1/1/09,305 Deacon West Drive ,College Station,TX,77845,42.7 million,166,21,Construction,42736834
2017,2199,Butler Seattle,butlerseattle.com,1/1/94,PO Box 77793 ,Seattle,WA,98177,3.2 million,166,25,Logistics & Transportation,3222802
2017,2205,Dirt Cheap Signs,dirtcheapsigns.com,1/1/94,7301 Bar K Ranch Rd ,Lago Vista,TX,78645,4.6 million,166,31,Business Products & Services,4586657
2017,2207,INTEX Millwork Solutions,intexmillwork.com,1/1/06,20 Bogden Blvd. ,Millville,NJ,08332,13.6 million,165,50,Manufacturing,13593415
2017,2208,The Lockwood Group,thelockwoodgrp.com,1/1/07,1055 Washington Blvd 8th Fl,Stamford,CT,06901,20.4 million,165,119,Health,20385000
2017,2209,Clearwater Compliance,clearwatercompliance.com,1/1/10,1212 Laurel St. $1406 1212 Laurel St. $1406,Nashville,TN,37203,6.1 million,165,28,Health,6136805
2017,2210,DFPG Investments,dfpg.com,1/1/10,9017 S. Riverside Drive Suite 210,Sandy,UT,84070,17.5 million,165,18,Financial Services,17496573
2017,2211,Prosperity Organic Foods,meltorganic.com,1/1/05,816 W Bannock Street Suite 100,Boise,ID,83702,2.4 million,165,8,Consumer Products & Services,2372099
2017,2212,DataShield,http://datashieldcorp.com,1/1/11,4518 F St.,Omaha,NE,68117,2.1 million,165,20,Business Products & Services,2134562
2017,2218,AchieveIt,achieveit.com,1/1/10,1117 Perimeter Center West ,Atlanta,GA,30338,2.1 million,165,28,Software,2126000
2017,2219,ILM Corporation of Virginia,ilmcorp.com,1/1/76,600 Lafayette Blvd ,Fredericksburg,VA,22401,5.3 million,164,15,Business Products & Services,5265523
2017,2230,First Choice Bank,firstchoicebankca.com,1/1/05,17785 Center Court Drive N Suite 750,Cerritos,CA,90703,34.1 million,164,99,Financial Services,34129000
2017,2237,Value Trend Solutions,valuetrendsolutions.com,1/1/09,1641 E Osborn Road Suite 1,Phoenix,AZ,85286,12.6 million,163,30,Real Estate,12602489
2017,2247,skinnytees,skinnytees.com,1/1/09,669 s eton st 669 s eton st,Birmingham,MI,48009,5.6 million,163,6,Retail,5600877
2017,2249,Quirk Books,quirkbooks.com,1/1/02,215 Church St Ste 1,Philadelphia,PA,19106,32.8 million,162,22,Media,32842614
2017,2250,DMA Goodpoint,dmagoodpoint.com,1/1/08,233 Hwy 701 North Bypass ,Tabor City,NC,28463,17.3 million,162,43,Manufacturing,17286542
2017,2254,Relationship One,relationshipone.com,1/1/09,8009 34th Ave S Suite 300,Minneapolis,MN,55425,5.5 million,162,45,Advertising & Marketing,5516554
2017,2255,Genysis Labs,genysislabs.com,1/1/08,391 S Orange St Suite F,Salt Lake City,UT,84104,3.6 million,162,22,Health,3608000
2017,2256,Martec Construction,martecconstruction.com,1/1/98,10732 White Oak Avneue ,Granada Hills,CA,91344,5.4 million,162,10,Construction,5392502
2017,2257,iMobile3,imobile3.com,1/1/09,8505 Baycenter Rd. ,Jacksonville,FL,32256,8.5 million,162,80,Software,8540904
2017,2262,MeriEducation,merieducation.com,1/1/07,845 Cordova Street ,Pasadena,CA,91101,2.1 million,161,29,Education,2115726
2017,2264,Comfort Now,comfort-now.com,1/1/10,1830 North Kelsey Street ,Visalia,CA,93291,2.8 million,161,18,Construction,2791058
2017,2265,DKBinnovative,dkbinnovative.com,1/1/04,1701 Legacy Dr. Suite 1450,Frisco,TX,75034,2.1 million,161,13,IT Services,2075692
2017,2270,Bokka Group,bokkagroup.com,1/1/01,104 Broadway Suite 300 ,Denver,CO,80203,2.2 million,161,14,Advertising & Marketing,2234089
2017,2275,Dilligas,usgotpeople.com,1/1/08,134 East Misletow ,San Antonio,TX,78212,8.3 million,160,150,Human Resources,8291386
2017,2276,Greenville Avenue Pizza Company,gapc.co,1/1/07,1923 Greenville Ave ,Dallas,TX,75214,2.5 million,160,100,Food & Beverage,2496452
2017,2285,Prop & Peller Pretzels,propandpeller.com,1/1/04,6000 S. Eastern Ave. Suite 10C,Las Vegas,NV,89119,7.3 million,159,13,Food & Beverage,7314607
2017,2293,Aventura Dance Cruise,aventuradancecruise.com,1/1/08,2875 NE 191st Suite 537,Aventura,FL,33180,2.4 million,158,12,Travel & Hospitality,2446630
2017,2297,Stony Point,stonyp.com,1/1/11,PO Box 2980 Suite 100,Winter Park,FL,32790,3.8 million,158,21,IT Services,3799272
2017,2299,Lithko Contracting,lithko.com,1/1/92,2958 Crescentville Rd ,West Chester,OH,45069,542.2 million,158,1400,Construction,542211329
2017,2302,Captive Alternatives,captivealternatives.com,1/1/99,1155 Mt. Vernon Hwy NE Suite 800,Atlanta,GA,30338,6.5 million,157,10,Insurance,6456287
2017,2305,Living Home Construction & Design,living-home.net,1/1/07,2019 South Main Street ,Salt Lake City,UT,84115,4.9 million,157,7,Construction,4930369
2017,2307,Genomind,genomind.com,1/1/09,2200 Renaissance Blvd. Suite 100,King of Prussia,PA,19406,12.7 million,157,85,Health,12743038
2017,2310,AG Consulting Partners,agconsultingparnters.com,1/1/09,2018 156th Ave NE Ste 219 ,Bellevue,WA,98059,3.3 million,157,32,Business Products & Services,3254993
2017,2314,Simple Focus,simplefocus.com,1/1/09,2130 West Street ,Germantown,TN,38138,2.4 million,157,20,Advertising & Marketing,2363066
2017,2316,All Things Metal,allthingsmetalllc.com,1/1/02,23724 North Central Ave Building B,Phoenix,AZ,85024,6 million,157,39,Manufacturing,5978939
2017,2317,Fort Collins Heating and Air Conditoning,fortcollinsheating.com,1/1/96,208 Commerce Dr #4 ,Fort Collins,CO,80524,8 million,157,66,Consumer Products & Services,8001433
2017,2323,HLVY Group Worldwide,hlvygroup.com,1/1/08,212 E 57th Street ,New York City,NY,10022,2.1 million,156,15,Health,2134985
2017,2327,ownerIQ,owneriq.com,1/1/07,"27-43 Wormwood St., Floor 4 ",Boston,MA,02210,72.1 million,156,230,Advertising & Marketing,72147200
2017,2328,Village Liquors,village-liquor.com,1/1/83,1560 Eldridge Pkwy STE. 140 ,Houston,TX,77077,3 million,156,10,Retail,3008914
2017,2331,Accountable Healthcare Staffing,ahcstaff.com,1/1/11,999 Yamato Road Suite 210,Boca Raton,FL,33431,143 million,155,1800,Health,143049240
2017,2332,Empire Hospitality,ehotelgroup.com,1/1/08,901 officers row ,vancouver,WA,98661,13.6 million,155,57,Government Services,13629547
2017,2336,SocialSEO,socialseo.com,1/1/97,"5475 Mark Dabling Blvd, Suite 210 ",Colorado Springs,CO,80920,3.2 million,155,40,Advertising & Marketing,3235707
2017,2340,Project Ricochet,projectricochet.com,1/1/06,PO Box 30180 ,Walnut Creek,CA,94598,2.6 million,155,9,Business Products & Services,2595372
2017,2342,Matt Curtis Real Estate,mattcurtisrealestate.com,1/1/09,8097 Madison Blvd Suite 103,Madison,AL,35758,2.4 million,154,25,Real Estate,2370474
2017,2343,Simeio Solutions,simeiosolutions.com,1/1/07,55 Ivan Allen Jr Blvd NW #350,Atlanta,GA,30308,34.1 million,154,401,Security,34136326
2017,2349,Conscientia,conscientiacorp.com,1/1/06,1490 S. Price Road Suite 118,Chandler,AZ,85286,2.4 million,154,25,IT Services,2360742
2017,2350,CompuMatrice,compumatrice.com,1/1/11,1409 CLAIRE LN ,Allen,TX,75013,2.9 million,154,90,Software,2876077
2017,2351,Repeated Signal Solutions,repeatedsignal.com,1/1/06,"5383 Hollister Ave, Suite 150 ",santa Barbara,CA,93111,15.6 million,154,20,Telecommunications,15582958
2017,2361,Carson Group,carsonwealth.com,1/1/83,13321 California St. Suite 100,Omaha,NE,68154,57.5 million,153,104,Financial Services,57460495
2017,2372,Fieldtrip,http://hellofieldtrip.com,1/1/06,642 S. 4th St. #400,Louisville,KY,40202,4.7 million,153,24,Advertising & Marketing,4700844
2017,2380,GreenBox,greenboxair.com,1/1/10,2430 Palumbo Dr Suite 140,Lexington,KY,40509,6.7 million,152,53,Construction,6686030
2017,2383,RAR Hospitality,rarhospitality.com,1/1/90,10840 Thornmint Road #110 ,San Diego,CA,92127,66.7 million,152,800,Travel & Hospitality,66740869
2017,2386,First Financial of Baton Rouge,firstfinancialbr.com,1/1/06,5422 Galeria Drive ,Baton Rouge,LA,70816,2.4 million,152,12,Business Products & Services,2413343
2017,2387,Shipping-and-Handling.com,shipping-and-handling.com,1/1/10,4344 Phillips Highway ,Jacksonville,FL,32207,2.7 million,152,32,Logistics & Transportation,2650982
2017,2389,PinPoint Collateral,jsonreplacewww.remarketing-usa.com,1/1/12,61 E. Colorado Blvd ,Pasadena,CA,91105,1.9 million,152,6,Financial Services,1920000
2017,2395,CPP Associates,cppassociates.com,1/1/10,"295 US Highway 22 , Stt 101 ",Whitehouse Station,NJ,08889,14.3 million,151,21,Business Products & Services,14303620
2017,2402,Vetsource,vetsource.com,1/1/07,17014 NE Sandy Blvd ,Portland,OR,97230,83 million,150,130,Health,83015341
2017,2407,Horsetail Technologies,horsetailtech.com,1/1/11,1300 Thames Street Suite G20,Baltimore,MD,21231,4.6 million,150,30,IT Services,4566879
2017,2410,RNB Construction,rnbconstruction.com,1/1/10,8190 Barker Cypress Ste 1900 #212 ,Cypress,TX,77433,3.1 million,150,16,Construction,3078526
2017,2420,Broadleaf Commerce,broadleafcommerce.com,1/1/11,5550 Granite Parkway #155,Plano,TX,75024,4.9 million,149,31,Software,4924336
2017,2423,Strand Tennis,strandtc.com,1/1/09,40 Watchung Ave ,Chatham,NJ,07928,2.2 million,149,15,Health,2205010
2017,2424,LIBERTY Dental Plan,libertydentalplan.com,1/1/01,340 Commerce Suite 100,Irvine,CA,92602,270.7 million,148,435,Insurance,270723000
2017,2425,Go Fish Digital,gofishdigital.com,1/1/05,2221 S Clark St ,Arlington,VA,22202,2.4 million,148,17,Advertising & Marketing,2417779
2017,2432,E2 Consulting Engineers,e2.com,1/1/88,1900 Powell St Ste 250 ,Emeryville,CA,94608,86.9 million,148,402,Energy,86906070
2017,2435,Tane Digital Video,tanedv.com,1/1/02,256 West 36th Street 6th Floor,New York City,NY,10018,2.1 million,147,10,Advertising & Marketing,2131512
2017,2438,Telarus,telarus.com,1/1/02,45 W Sego Lilly Suite 220,Sandy,UT,84070,49.1 million,147,82,Telecommunications,49138321
2017,2440,Palmetto,palmetto.com,1/1/09,701 East Bay ,Charleston,SC,29401,8.2 million,147,90,Energy,8177976
2017,2443,Archer,archerims.com,1/1/01,801 Cassatt Rd Suite 212,Berwyn,PA,19312,11.1 million,147,73,Financial Services,11059019
2017,2444,AdaptiBar,adaptibar.com,1/1/03,33 N Dearborn St Ste 1415 ,Chicago,IL,60602,2.7 million,146,6,Education,2660498
2017,2445,Mass Markets,"www,massmarkets.com",1/1/13,2937 Sierra Ct. SW ,Iowa City,IA,52240,15.8 million,146,542,Business Products & Services,15764998
2017,2447,NewSouth Window Solutions,newsouthwindow.com,1/1/10,4901 Oak Fair Blvd. 4901 Oak Fair Blvd.,Tampa,FL,33610,41.6 million,146,155,Consumer Products & Services,41555812
2017,2451,Kuykendall Solar,kuykendallsolar.com,1/1/09,28420 Yosemite Springs Parkway Suite E,Coarsegold,CA,93614,10.3 million,146,52,Energy,10303058
2017,2452,Softpath System,http://softpath.net,1/1/99,3985 Steve Reynolds Blvd Bldg C,Norcross,GA,30093,37.4 million,146,900,IT Services,37376501
2017,2457,PEAK Elevator,peakelevator.com,1/1/80,5405 W 56th Ave. Suite E,Arvada,CO,80002,8.2 million,145,44,Construction,8154662
2017,2464,NEI General Contracting,neigc.com,1/1/98,27 Pacella Park Drive ,Randolph,MA,02368,163.6 million,144,147,Construction,163641371
2017,2471,OOLY,ooly.com,1/1/05,3923 Oceanic Drive Ste 100,Oceanside,CA,92056,13.2 million,144,37,Consumer Products & Services,13152607
2017,2473,Interwest Communications,interwestcorp.net,1/1/87,229 S. Wenatchee Ave. ,Wenatchee,WA,98801,2.4 million,144,13,Telecommunications,2401743
2017,2477,Ben Kinney Real Estate Team,benkinney.com,1/1/08,2211 Rimland Dr Suite 124 ,Bellingham,WA,98226,7.3 million,143,53,Real Estate,7303885
